"compnay_name","website","linkedin","image","city","emails","address","description"
"CGI France","https://www.cgi.com/en","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","georges.abouharb@cgi.com","17 Place des Reflets
Immeuble Cb16
92097 La défense Cedex
FRANCE
georges.abouharb@cgi.com
https://www.cgi.com/en",""
"EmailClub","http://www.emailclub.io","https://www.linkedin.com/company/75039061/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/are.svg","UNITED ARAB EMIRATES","contact@emailclub.io","WeWork One Central
The offices 4
00000 Dubaï
UNITED ARAB EMIRATES
contact@emailclub.io
http://www.emailclub.io",""
"BELIVE.AI","https://belive.ai/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","jsergheraert@belive.ai","64 rue Baudoin d'Ailly
80000 Amiens
FRANCE
jsergheraert@belive.ai
https://belive.ai/",""
"BATCH","https://batch.com/","https://www.linkedin.com/company/batch-com/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@batch.com","43 rue Beaubourg
75003 Paris
FRANCE
hello@batch.com
https://batch.com/","""Moi, client Batch, je vous raconte comment nous avons créé une connexion unique avec nos clients et généré plus de 800% de ROI."" R.R, DGA Retail"
"FACILECOMM - SHIPPINGBO","https://www.shippingbo.com/","https://www.linkedin.com/company/shippingbo-fr","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@shippingbo.com","3 avenue de l Europe
Batiment D
31400 Toulouse
FRANCE
hello@shippingbo.com
https://www.shippingbo.com/",""
"CASTLES TECHNOLOGY","http://www.castlestechemea.com","https://www.linkedin.com/company/castles-technology-emea/posts/?feedView=all&viewAsMember=true","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact.emea@castlestech.com","13 avenue Morane Saulnier
78140 Velizy-Villacoublay
FRANCE
contact.emea@castlestech.com
http://www.castlestechemea.com",""
"HIKVISION FRANCE","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","6 rue Paul Cezanne
93360 Neuilly Plaisance
FRANCE",""
"NEPTING","https://www.nepting.com/","https://www.linkedin.com/company/nepting/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@nepting.com","90 rue de la sauge
34130 Saint-Aunes
FRANCE
contact@nepting.com
https://www.nepting.com/",""
"WISEASY","http://www.wiseasy.com","http://www.linkedin.com/company/19053164/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/chn.svg","CHINA","mk@wiseasy.com","7th floor, block B, Wangxin Mansion
N°28 Xiaoyun road, Chaoyang district
100192 Beijing
CHINA
mk@wiseasy.com
http://www.wiseasy.com","How Wiseasy is digitally reinventing the Retail experience and brand adoption?"
"IZBERG","https://www.izberg-marketplace.com/","https://www.linkedin.com/company/2525286/admin/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@izberg-marketplace.com","28 rue Jacques Ibert
Carré Champerret
92300 Levallois-Perret
FRANCE
contact@izberg-marketplace.com
https://www.izberg-marketplace.com/","How did Maxxess, the motorbike's leader, gain its leadership position through the Marketplace model by digitising its points of sale"
"Monetico Retail - CIC","https://www.monetico-retail.com","https://www.linkedin.com/company/monetico-retail/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","virginie.dhellemmes@e-i.com","4 Rue Frédéric-Guillaume Raiffeisen
67000 Strasbourg
FRANCE
virginie.dhellemmes@e-i.com
https://www.monetico-retail.com",""
"FEC FRANCE","http://www.fecpos.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@fecfrance.com","2 rue Louis Broglie
77400 Saint-Thibault-des-Vignes
FRANCE
contact@fecfrance.com
http://www.fecpos.fr",""
"SOFINCO Partner","http://www.sofinco.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","nleroux@ca-cf.fr","1 rue Victor Basch
91068 Massy
FRANCE
nleroux@ca-cf.fr
http://www.sofinco.fr",""
"WIDELY","http://www.wide.ly","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","cecilia.lenvo@mobsuccess.com","25 rue du 4 Septembre
75002 Paris
FRANCE
cecilia.lenvo@mobsuccess.com
http://www.wide.ly",""
"Dresma","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/usa.svg","UNITED STATES","siddharth@dresma.com","19925 Stevens Creek Blvd
Suite 100
95014 Cupertino
UNITED STATES
siddharth@dresma.com",""
"VEGA FRANCE","http://www.vegafrance.eu","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@vegafrance.eu","52 rue Jacques Babinet
31100 Toulouse
FRANCE
contact@vegafrance.eu
http://www.vegafrance.eu",""
"Pledg","https://pledg.co/","https://www.linkedin.com/company/pledg/?originalSubdomain=fr","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@pledg.co","95 rue Saint-Lazare
75009 Paris
FRANCE
sales@pledg.co
https://pledg.co/",""
"edco international","http://www.edco-logistics.com","https://www.linkedin.com/company/edco-logistics","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/mar.svg","MOROCCO","a.daher@edco-logistics.com","Quartier Al Houda 
Bloc I -  Immeuble 34
.80000 Agadir
MOROCCO
a.daher@edco-logistics.com
http://www.edco-logistics.com",""
"CHAPSVISION","http://www.chapsvision.com","https://www.linkedin.com/company/chapsvision/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@chapsvision.com","4 rue du Port aux Vins
92150 Suresnes
FRANCE
contact@chapsvision.com
http://www.chapsvision.com",""
"Vercel","https://vercel.com/","https://www.linkedin.com/company/vercel/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/usa.svg","UNITED STATES","productadvocates@vercel.com","340 S. Lemon Street Avenue
CA 91789 Walnut
UNITED STATES
productadvocates@vercel.com
https://vercel.com/","How Ysé increased page views, session duration, and revenue by employing a headless architecture"
"SUNMI Technology","http://www.sunmi.com/en-US","https://www.linkedin.com/company/sunmi/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@sunmi.tech","186 avenue Thiers
69006 Lyon
FRANCE
contact@sunmi.tech
http://www.sunmi.com/en-US",""
"TRUSTECH 2022","http://www.trustech-event.fr","https://www.linkedin.com/groups/4266291/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@trustech-event.com","Immeuble Wilson
70 avenue du Général de Gaulle
92058 Paris - La Défense
FRANCE
sales@trustech-event.com
http://www.trustech-event.fr",""
"JDC SA","http://www.jdc.fr","https://fr.linkedin.com/company/jdc-sa","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@jdc.fr","Parc de Chavailles
4 rue Christian Franceries
33520 Bruges
FRANCE
contact@jdc.fr
http://www.jdc.fr",""
"Juni","http://www.juni.co","https://www.linkedin.com/company/getjuni/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/swe.svg","SWEDEN","ana@juni.co","Kungsportsavenyn 21
411 36 Gothenburg
SWEDEN
ana@juni.co
http://www.juni.co","Go global with Juni!"
"GS1 FRANCE","https://www.gs1.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","infos@gs1fr.org","21 Boulevard Haussmann
75009 Paris
FRANCE
infos@gs1fr.org
https://www.gs1.fr",""
"Soledis","https://www.groupe-soledis.com","https://www.linkedin.com/company/soledis/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@groupe-soledis.com","9 avenue Georges Pompidou
56000 Vannes
FRANCE
contact@groupe-soledis.com
https://www.groupe-soledis.com",""
"LYRA","http://www.lyra.com/fr","https://www.linkedin.com/company/lyra-network_2/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@lyra-network.com","109 rue de l'Innovation
31670 Labège
FRANCE
contact@lyra-network.com
http://www.lyra.com/fr","How to benefit from frictionless and payment initiation by transfer to improve your conversion ?"
"SEVEN SENDERS","https://sevensenders.com/fr","https://www.linkedin.com/company/seven-senders/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","t.mervaillie@sevensenders.com","26 rue Marbeuf
75008 Paris
GERMANY
t.mervaillie@sevensenders.com
https://sevensenders.com/fr",""
"ORO","https://oroinc.com/fr","https://www.linkedin.com/showcase/oro-france/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@oroinc.com","1901 avenue of the Stars - Suite 1900
90067 Los Angeles
FRANCE
info@oroinc.com
https://oroinc.com/fr","eCommerce Platform: B2B vs B2C "
"Reetags","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","24 rue de la tour
92190 Meudon
FRANCE",""
"Sendcloud","https://www.sendcloud.fr/","https://www.linkedin.com/company/sendcloud","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/nld.svg","NETHERLANDS","contact@sendcloud.sc","2-4 rue Jules Lefebvre
75009 Paris
NETHERLANDS
contact@sendcloud.sc
https://www.sendcloud.fr/","Shanty Biscuits: what is the secret recipe for a successful customer experience?"
"ATAWA INTERACTIVE","http://www.atawa-interactive.fr","https://www.linkedin.com/company/atawa-interactive/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@atawa-interactive.fr","Parc Aquilae - Bat D
Rue de la Blancherie
33370 Artigues
FRANCE
contact@atawa-interactive.fr
http://www.atawa-interactive.fr","Digitizing the customers experience to increase attractiveness of supermarkets"
"imagino","https://www.imagino.com","https://www.linkedin.com/company/imagino-software/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@imagino.com","45-47 avenue Carnot
94230 Cachan
FRANCE
info@imagino.com
https://www.imagino.com","Building and activating your omnichannel marketing customer repository: feedback from imagino CDP"
"SES-IMAGOTAG","https://www.ses-imagotag.com/fr/","https://www.linkedin.com/company/ses-imagotag/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@ses-imagotag.com","55 place Nelson Mandela
92000 Nanterre
FRANCE
sales@ses-imagotag.com
https://www.ses-imagotag.com/fr/",""
"CDI MÉDIAS & SERVICES","https://www.cdimedias.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","100 rue La Fayette
75010 Paris
FRANCE

https://www.cdimedias.com",""
"DATAMILK","https://www.datamilk.ai","https://www.linkedin.com/company/datamilkapp/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/usa.svg","UNITED STATES","partners@datamilk.app","5101 South Holt Ave
90056 Los Angeles
UNITED STATES
partners@datamilk.app
https://www.datamilk.ai",""
"NETMEDIA GROUP","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","98 rue du Château
92100 Boulogne-Billancourt
FRANCE",""
"WE+","https://we-plus.fr/","https://www.linkedin.com/company/we-plus/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@we-plus.fr","980 avenue Roumanille
06410 Biot
FRANCE
contact@we-plus.fr
https://we-plus.fr/",""
"Forter","https://www.forter.com","https://www.linkedin.com/company/forter/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/isr.svg","ISRAEL","kirsty.bell@forter.com","Coeur Marais, 64-66 Rue des Archives
75003 Paris
ISRAEL
kirsty.bell@forter.com
https://www.forter.com",""
"LIEM","https://liem.fr/","https://www.linkedin.com/company/liem/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","a.merrouk@liem.fr","Route de la Libération
ZA de la Vielle Vigne
89150 Vallery
FRANCE
a.merrouk@liem.fr
https://liem.fr/",""
"ACCES DIFFUSION","http://www.accesdiffusion.com/","https://www.linkedin.com/in/laurent-mac%C3%A9-a11a3132/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@accesdiffusion.com","ZI les Espinets
Quartier le Logisson
07000 St Julien en St Alban
FRANCE
contact@accesdiffusion.com
http://www.accesdiffusion.com/",""
"Trustpilot","https://fr.business.trustpilot.com/","https://www.linkedin.com/company/trustpilot/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/dnk.svg","DENMARK","tbb@trustpilot.com","Pilestraede 58- 5th Floor
1112 Copenhague K 
DENMARK
tbb@trustpilot.com
https://fr.business.trustpilot.com/","Purpose-driven marketing: Should your brand take a stand ?"
"CEGID","https://www.cegid.com/fr/produits/cegid-retail/","https://www.linkedin.com/showcase/cegid-retail/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","retail@cegid.fr","52 quai Paul Sédallian
69279 Lyon Cedex 09
FRANCE
retail@cegid.fr
https://www.cegid.com/fr/produits/cegid-retail/","Consumer experience or seller experience? Why choose ? Come and discover our 360° customer cases"
"VTEX Commerce","https://vtex.com/us-en/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","commercial@vtex.com","WeWork Aviation house, 125 Kingsway
WC2B 6NH London
FRANCE
commercial@vtex.com
https://vtex.com/us-en/",""
"EVRI","http://www.evri.com","https://www.linkedin.com/company/evridelivery/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","nlsales@evri.com","Capitol House, 1 capitol Close
LS27 0WH Morley
UNITED KINGDOM
nlsales@evri.com
http://www.evri.com",""
"BAZAARVOICE","http://www.bazaarvoice.com/fr/","https://www.linkedin.com/company/bazaarvoice/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@bazaarvoice.com","33 avenue de Wagram
75017 Paris
FRANCE
info@bazaarvoice.com
http://www.bazaarvoice.com/fr/","Electro Dépôt makes customer feedback a central pillar of its marketing strategy with Bazaarvoice"
"TGNDATA","http://www.tgndata.com","https://www.linkedin.com/company/tgndata/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sales@tgndata.com","13 Ludwig str.
95126 Schwarzenbach-ad-Saale
FRANCE
sales@tgndata.com
http://www.tgndata.com",""
"Spiriit","https://www.spiriit.com/","https://www.linkedin.com/company/spiriit/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@spiriit.com","425 rue Alfred Nobel
34000 Montpellier
FRANCE
hello@spiriit.com
https://www.spiriit.com/",""
"Néréide","https://www.nereide.fr/","https://www.linkedin.com/company/nereide/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","information@nereide.fr","8 rue des Déportés
37000 Tours
FRANCE
information@nereide.fr
https://www.nereide.fr/",""
"PRICER","http://www.pricer.com","https://www.linkedin.com/showcase/pricer-france/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info-france@pricer.com","3 parc Ariane - Bât. Saturne
2 rue Hélène Boucher
78280 Guyancourt
FRANCE
info-france@pricer.com
http://www.pricer.com",""
"Synalcom x Qori","https://www.qori.me/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","david@qori.me","25 rue de Ponthieu 
75008 Paris
FRANCE
david@qori.me
https://www.qori.me/",""
"Greenmetrics","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","8 Place du Marché
92200 NEUILLY SUR SEINE
FRANCE",""
"LOG'S","https://www.log-s.eu/","https://www.linkedin.com/company/log's/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@log.fr","390 rue du calvaire
59810 Lesquin
FRANCE
contact@log.fr
https://www.log-s.eu/",""
"Klaviyo","https://www.klaviyo.com","https://www.linkedin.com/company/klaviyo","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","celine.dibert@klaviyo.com","49 Southwark Bridge Rd
SE1 9HH London
UNITED KINGDOM
celine.dibert@klaviyo.com
https://www.klaviyo.com","How to generate more than 30% of your online revenue with marketing automation ?"
"SHOPIFY","https://www.shopify.com/fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","france@shopify.com","74 Rue de Rome
75008 Paris
FRANCE
france@shopify.com
https://www.shopify.com/fr","How Ysé grew its online revenue thanks to Headless Technology ?"
"PAYPAL FRANCE","https://www.paypal.com/fr/business","https://www.linkedin.com/showcase/paypal-for-business","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","bbiencourt@paypal.com","21 Rue de la Banque
75002 Paris
FRANCE
bbiencourt@paypal.com
https://www.paypal.com/fr/business",""
"PAX FRANCE NOVELPAY","http://www.paxtechnology.fr","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","bertrand@paxtechnology.fr","93 avenue Niel
75017 Paris
FRANCE
bertrand@paxtechnology.fr
http://www.paxtechnology.fr",""
"LA POSTE - SOGEC MARKETING","https://sogec-marketing.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","sds@sogec-marketing.fr","17 rue de la Vanne
92120 Montrouge
FRANCE
sds@sogec-marketing.fr
https://sogec-marketing.com/",""
"ATECNA-ORIGAMI","https://www.atecna.fr/","https://www.linkedin.com/company/atecna/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","cpawlowski@atecna.fr","58 avenue de Flandre
59290 Wasquehal
FRANCE
cpawlowski@atecna.fr
https://www.atecna.fr/",""
"Société des Avis Garantis","https://www.societe-des-avis-garantis.fr/","https://www.linkedin.com/company/société-des-avis-garantis","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@societe-des-avis-garantis.fr","10 rue du Colisée
75008 Paris
FRANCE
contact@societe-des-avis-garantis.fr
https://www.societe-des-avis-garantis.fr/",""
"ACI WORLDWIDE","http://www.aciworldwide.com/","https://www.linkedin.com/company/aci-worldwide","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/gbr.svg","UNITED KINGDOM","chrystelle.labesse@aciworldwide.com","Red House, Cemetery Pales
1st Floor
GU24 0BL Brookwood Surrey
UNITED KINGDOM
chrystelle.labesse@aciworldwide.com
http://www.aciworldwide.com/",""
"RITMO","https://www.getritmo.com/fr","https://www.linkedin.com/company/ritmo-capital/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","carlos@getritmo.com","C/ López de Hoyos 7, 3o Izda.
28006 Madrid
SPAIN
carlos@getritmo.com
https://www.getritmo.com/fr",""
"ADEIZ","https://adeiz.com/","https://www.linkedin.com/company/adeiz","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@adeiz.com","Batiment B - Avenue de la Marne
Centre d'affaires du Molinel
59290 Wasquehal
FRANCE
contact@adeiz.com
https://adeiz.com/",""
"FEVAD","http://www.fevad.com","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","clmorre@fevad.com","60 rue de la Boëtie
75008 Paris
FRANCE
clmorre@fevad.com
http://www.fevad.com","Decryption, by the FEVAD, of the new rules for e-commerce sites !"
"Mr Suricate","http://www.mrsuricate.com","https://www.linkedin.com/company/mr-suricate/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","suricate@mrsuricate.com","7 rue mathurin Brissonneau
44100 Nantes
FRANCE
suricate@mrsuricate.com
http://www.mrsuricate.com",""
"TIMESKIPPER","http://www.timeskipper.fr","https://www.linkedin.com/company/timeskipper/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@timeskipper.fr","16 rue Armengaud
92210 Saint-Cloud
FRANCE
contact@timeskipper.fr
http://www.timeskipper.fr","How to make every hour of work in your store worthwhile?"
"ECN","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","16 bis Quai Amiral Hamelin
14000 Caen
FRANCE","Launching your business: How to create your E-Commerce site?"
"RETAIL VR","https://retail-vr.com/fr/","https://www.linkedin.com/company/retailvr/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","erwan.krotoff@retail-vr.com","6 rue Bisson
44100 Nantes
FRANCE
erwan.krotoff@retail-vr.com
https://retail-vr.com/fr/",""
"SNABBLE GMBH","https://snabble.io/","https://www.linkedin.com/company/snabble","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","info@snabble.io","Am Dickobskreuz 10
53121 Bonn
GERMANY
info@snabble.io
https://snabble.io/","Customer Advisory Now and Then - How Technology is Changing the Job of  the Retail Clerk ?"
"NCPI","https://www.ncpi.fr/","https://www.linkedin.com/company/linkedin-ncpi-tpv","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info.rev@ncpi.fr","107 rue de l'Aven
34980 Saint-Gély-du-Fesc
FRANCE
info.rev@ncpi.fr
https://www.ncpi.fr/",""
"Phyron AB","https://www.phyron.com/","https://www.linkedin.com/company/phyron-software","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/swe.svg","SWEDEN","gael.moysan@phyron.com","Linnégatan 2
114 47 Stockholm
SWEDEN
gael.moysan@phyron.com
https://www.phyron.com/",""
"SPRYKER SYSTEMS","https://www.spryker.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","Heidestrasse 9-10
10557 BERLIN
FRANCE

https://www.spryker.com/","How the Ho'Carré Platform Facilitates Short Supplies Directly from Farm to Fork ?"
"AUTORETOUCH BY MEERO","http://www.autoretouch.com","https://www.linkedin.com/company/autoretouch/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/deu.svg","GERMANY","sales@autoretouch.com","Heilbronnerstr. 72
70191 Stuttgart
GERMANY
sales@autoretouch.com
http://www.autoretouch.com","AI Revolution for product image post production"
"OCTAVE","http://www.octave.biz","https://www.linkedin.com/company/octave-biz","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@octave.biz","35 rue du Nid de Pie
49000 Angers
FRANCE
info@octave.biz
http://www.octave.biz","Unified Commerce: 4 key steps to empower your salespeople and make them actors of your digital transformation. The example of Cultura Belgium"
"W-HA - Digital Payments & Services","https://www.w-ha.com","https://fr.linkedin.com/company/w-ha","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","info@w-ha.com","25 bis avenue André Morizet
92100 Boulogne-Billancourt
FRANCE
info@w-ha.com
https://www.w-ha.com",""
"BRIGHT ADVICE SYSTEMS - ENVALIA","http://www.bradsys.io","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","hello@bradsys.io","Breteuil 18-31 Parc Saint Maur
Avenue De Mormal
59000 Lille
FRANCE
hello@bradsys.io
http://www.bradsys.io",""
"EKATA, A MASTERCARD COMPANY","http://www.ekata.com","https://www.linkedin.com/company/ekataglobal/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/nld.svg","NETHERLANDS","sandra.lentini@ekata.com","Prins Hendrikkade 48 - Third floor
1012 AC Amsterdam
NETHERLANDS
sandra.lentini@ekata.com
http://www.ekata.com","How to leverage Ekata's Identity Verification solutions?"
"ANTADIS","http://www.antadis.com","https://www.linkedin.com/company/antadis-agence-web/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","lejal@antadis.com","1 rue de Clairefontaine
78120 Rambouillet
FRANCE
lejal@antadis.com
http://www.antadis.com",""
"AGORA NEWS","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","42 avenue de la Grande Armée
75017 Paris
FRANCE",""
"PROGINOV","http://www.proginov.com","https://www.linkedin.com/company/5057640/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@proginov.com","36 rue de la Guillauderie
Parc d'activites de Tournebride
44118 La Chevrolière
FRANCE
contact@proginov.com
http://www.proginov.com",""
"Synalcom x Qori","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","jeremy.meunier@synalcom.fr","8 allée de Londres
91140 Villejust
FRANCE
jeremy.meunier@synalcom.fr",""
"Orange Business Services","https://www.orange-business.com/en","https://www.linkedin.com/company/orange-business-services","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","fluxvision.contact@orange.com","1 place des Droits de l'Homme
93457 La Plaine Saint Denis Cedex
FRANCE
fluxvision.contact@orange.com
https://www.orange-business.com/en","Orange Flux Vision, the exclusive combination of operator and GPS data to study your commercial areas' traffic with precision and reliability."
"DOOFINDER SL","http://www.doofinder.com/fr","https://www.linkedin.com/company/doofinder/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/esp.svg","SPAIN","marketing@doofinder.com","Calle Rufino Gonzalez 23bis-1,1
28037 Madrid
SPAIN
marketing@doofinder.com
http://www.doofinder.com/fr","Creating an online discount retailer : a faster, cheaper and more convenient online shopping experience"
"Neo9","https://neo9.fr/","https://www.linkedin.com/company/neo9/mycompany/?viewAsMember=true","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@neo9.fr","79 rue des archives
75003 Paris
FRANCE
contact@neo9.fr
https://neo9.fr/","How to address your products and offers data quality and volume challenges for your 1P and 3P e-commerce platform thanks to the Neo9 Catalog?"
"DAHUA TECHNOLOGY FRANCE","https://france.dahuatech.com/","https://www.linkedin.com/company/dahua-technology-france","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/chn.svg","CHINA","marketing.france@dahuatech.com","8 Rue Eugène et Armand Peugeot
92500 Rueil-Malmaison
CHINA
marketing.france@dahuatech.com
https://france.dahuatech.com/","How to improve operational efficiency and customer experience in your stores with the Dahua IoT solution for retailers ?"
"DIGDASH","http://www.digdash.com/fr","https://www.linkedin.com/company/digdash/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@digdash.com","Rue de la Carrière de Bachasson
Parc Bachasson, Bât B
13590 Meyreuil
FRANCE
contact@digdash.com
http://www.digdash.com/fr","Retail and Business Intelligence: how to steer your business and boost your performance with analytics ?"
"Cap Digital","https://www.capdigital.com/","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","","14 rue Alexandre Parodi
75010 PARIS
FRANCE

https://www.capdigital.com/","Retail Tech : Find the path from Startup to Scale-Up with the Retail Booster Program, by Cap Digital"
"Watèa by Michelin","https://www.watea.green/fr/","https://www.linkedin.com/company/watea-ea/mycompany/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","rachel.bechler@watea.green","23 Place des Carmes Dechaux 
63000 Clermont-Ferrand
FRANCE
rachel.bechler@watea.green
https://www.watea.green/fr/","Last mile Delivery : Switch to eFleet"
"LINKSGARDEN.COM","http://www.linksgarden.com","https://www.linkedin.com/company/linksgarden/","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@linksgarden.fr","2 rue Jean Perrin
14460 Colombelles
FRANCE
contact@linksgarden.fr
http://www.linksgarden.com","SEO: to boost the ranking of your site on Google, what results to expect from backlinks? Budget, methodology and illustrated examples."
"DARTAGNAN","","","https://liste-exposants.hubj2c.com/modules/flags/flags/svg/fra.svg","FRANCE","contact@dartagnan.io","99C Boulevard Constantin Descat
59200 Tourcoing
FRANCE
contact@dartagnan.io","Jules x Dartagnan : The issues of Creativity and Productivity in Email Marketing"
