"exhibitor_company_name","exhibitor_city","exhibitor_state","exhibitor_country","exhibitor_description","exhibitor_website","exhibitor_linkedin","exhibitors_page_url"
"Samsung Electronics America","Ridgefield Park","NJ","United States","Whether you’re a large enterprise or a small business, Samsung can bring you an entire ecoysystem of innovative retail technology solutions under one roof to reimagine and reconnect retail, enriching the ultimate consumer experience.Utilize technology that engages and inspires, with retail mobile solutions that deliver the meaningful experiences today’s generation has come to expect and dynamic digital signage that provides new opportunities to captivate your customers’ attention and interact with them in a unique way.","","https://www.linkedin.com/showcase/samsung-in-retail","https://nrfbigshow.nrf.com/company/samsung-electronics-america"
"SAP","Newtown Square","PA","United States","SAP provides an integrated suite of applications, intelligent technologies, and a real-time retail platform for retailers to drive efficiency and deliver amazing personalized customer experiences anywhere, anytime.  SAP retail solutions help digitally native startups to global retail brands manage all aspects of the retail business with the comprehensive solutions you need to exceed customer expectations with relevant products, information, and engagement when and where they choose to shop.  Learn how SAP can help you be amazing every time at http://www.sap.com/retail","https:http://www.sap.com/retail","https://www.linkedin.com/showcase/sap-retail/","https://nrfbigshow.nrf.com/company/sap"
"SAP","Newtown Square","PA","United States","SAP provides an integrated suite of applications, intelligent technologies, and a real-time retail platform for retailers to drive efficiency and deliver amazing personalized customer experiences anywhere, anytime.  SAP retail solutions help digitally native startups to global retail brands manage all aspects of the retail business with the comprehensive solutions you need to exceed customer expectations with relevant products, information, and engagement when and where they choose to shop.  Learn how SAP can help you be amazing every time at http://www.sap.com/retail","https:http://www.sap.com/retail","https://www.linkedin.com/showcase/sap-retail/","https://nrfbigshow.nrf.com/company/sap"
"SAP America","New York","NY","United States","","","","https://nrfbigshow.nrf.com/company/sap-america"
"Sapphire","New York","NY","United States","Sapphire is the largest digital operating transformation provider to the mid-market and mid-enterprise clients. Our mission is to turn operating friction into digital business momentum. Through the passion and expertise of our people, we unlock the cloud-delivered operating platforms, digital user experiences, data analytics, and intelligent automation that transforms our clients operational performance. We are globally significant partners for SAP, ServiceNow, Automation Anywhere, Infor, Hexagon and AWS, and we have transformed the digital operating capacity, capability, intelligence and resilience of over 1,250 clients in the UK and US through our portfolio of consulting, design, delivery, lifecycle service, and cloud services.","https://www.sapphiresystems.com/","https://www.linkedin.com/company/sapphire-systems","https://nrfbigshow.nrf.com/company/sapphire"
"SAS","Cary","NC","United States","Join SAS at NRF to hear analytics success stories from Mondelez, Bealls, Coppel and 1-800-FLOWERS.COM.   Visit the SAS booth (#5020) to speak with our experts and hear analytics success stories straight from our customers. Then join our Big Ideas session featuring consumer goods giant Mondelez and southeastern department store Bealls as they share strategies on merchandise decisioning & supply chain. SAS is the leader in advanced analytics. Only SAS bridges merchandising, marketing and supply chain processes across the entire retail and consumer goods enterprise. That’s why 921 retailers worldwide – and 88 of the top 100 companies on the 2021 Fortune Global 500® – rely on SAS. Explore more on our SAS at NRF microsite.","https://www.sas.com/en_us/industry/retail.html","https://www.linkedin.com/company/sas/mycompany/verification/","https://nrfbigshow.nrf.com/company/sas"
"SAS","Cary","NC","United States","Join SAS at NRF to hear analytics success stories from Mondelez, Bealls, Coppel and 1-800-FLOWERS.COM.   Visit the SAS booth (#5020) to speak with our experts and hear analytics success stories straight from our customers. Then join our Big Ideas session featuring consumer goods giant Mondelez and southeastern department store Bealls as they share strategies on merchandise decisioning & supply chain. SAS is the leader in advanced analytics. Only SAS bridges merchandising, marketing and supply chain processes across the entire retail and consumer goods enterprise. That’s why 921 retailers worldwide – and 88 of the top 100 companies on the 2021 Fortune Global 500® – rely on SAS. Explore more on our SAS at NRF microsite.","https://www.sas.com/en_us/industry/retail.html","https://www.linkedin.com/company/sas/mycompany/verification/","https://nrfbigshow.nrf.com/company/sas"
"SATO America","Charlotte","NC","United States","The retail industry is more dynamic than ever, continually setting new standards in a fast-paced environment. SATO America offers a wide array of technology solutions in shelf-edge labels and tags, RFID, high-performance printers and hand-held labeling devices. Our solutions are widely used by the titans of the retail industry to increase efficiency and lower costs. SATO delivers innovative start-to-finish retail solutions in hardware, consumables, maintenance management, and application software, designed to enhance customer value.  We put you in control of your operations and merchandising so you can influence customers at the point of decision.  Visit SATO at booth #4265 to experience the latest technology solutions that are transforming the retail industry!","https:http://www.satoamerica.com","https://www.linkedin.com/company/satoamerica/","https://nrfbigshow.nrf.com/company/sato-america"
"Savoye North America, Inc","Aurora","IL","United States","Savoye is a customized global logistics solutions engineering company that provides manual, semi manual, mechanized, highly automated or robotic turn key material handling systems. These systems can include any of the products Savoye manufactures or produces (PTS shuttles, Savoye goods-to-person pick stations, Magmatic unit loads, Intelis mdr conveyor, Impulsio warehouse execution software, Odatio warehouse management software, SoCloz multi channel stock management software, Jivaro case erecting and sealing equipment). Savoye also offers integration services of 3rd party equipment consisting of high speed case sortation conveyors, unit sortation (cross belt, tilt tray, bombay), AGV's, AMR's, mini or unit load cranes, robotics, vertical carrousel's, palletizers, mezzanines, storage racking, and shelving.","https:http://www.savoye.com","https://www.linkedin.com/company/savoye/mycompany/verification/","https://nrfbigshow.nrf.com/company/savoye-north-america-inc"
"Scaleflex","Saint Nazaire les Eymes","","France","Driven by the mission to simplify the management, optimization and acceleration of any kind of digital content anywhere in the world, Scaleflex is a global leading B2B SaaS company developing powerful and scalable Digital Asset Management and Media Acceleration solutions.Scaleflex provides scalable, reliable and affordable Cloud services - to load, store, organize, optimize, publish and accelerate all media assets (images, videos, static files such as JS and CSS files, etc.), both for websites and mobile applications.At Scaleflex, we empower you to scale up your content operations while staying flexible!","","https://www.linkedin.com/company/scaleflex-team/","https://nrfbigshow.nrf.com/company/scaleflex"
"Scan & Save","Alton","Hampshire","United Kingdom","Jisp is an award-winning tech company based in the UK that provides APP-based discount and shopping solutions for retail stores using Augmented Reality to connect shoppers with products on the shelf issuing virtual coupons for redemption at checkout.   Jisp coupon solutions can be deployed in any retail store and require no investment in additional hardware or store operating costs. Digital engagement with the shopper is instigated using standard barcodes on packs via a smart mobile camera scan, tailored communication, and promotions are delivered instantly and specifically to shopper and retailer purchasing profiles.  Jisp media and insight platforms allow brands and retailers to engage with shoppers and continue that engagement based on profiling demographic, transactional, and geographical data science.   https://www.jisp.com/","https://www.jisp.com/","https://www.linkedin.com/company/jisp/mycompany/","https://nrfbigshow.nrf.com/company/scan-save"
"Scanbot SDK GmbH","Bonn","","Germany","The Scanbot SDK is a B2B software product allowing enterprises worldwide to integrate reliable barcode scanning and data capture functionalities into their mobile and web applications.          In operational retail apps, the Scanbot Barcode Scanner SDK streamlines operations from receiving deliveries and managing inventory to restocking processes. The most impressive features of the SDK are its rapid scanning speed of just 0.2 seconds and its high reliability: Even when barcodes are slightly damaged, very small, or deformed, or when the lighting is not ideal, the Barcode Scanner SDK scans them reliably!       In customer-facing retail applications, the Scanbot Barcode Scanner SDK equips retailers with flexible barcode scanning functionalities that are easy to integrate and simple to use. Hence, the Scanbot SDK enables product lookups, stock checks, self-checkouts, and many more functionalities in your retail app. The quick scanning speed, paired with a cutting-edge AR overlay, impresses users and creates a “WOW” effect.","https:http://www.scanbot.io","https://de.linkedin.com/company/scanbotsdk","https://nrfbigshow.nrf.com/company/scanbot-sdk-gmbh"
"Scandit Inc.","Boston","MA","United States","Scandit is the leader in smart data capture giving superpowers to workers, customers and businesses by providing actionable insights and automating end-to-end processes. Our Smart Data Capture platform enables smart devices, such as smartphones, drones, digital eyewear and robots to interact with physical items by capturing data from barcodes, text, IDs and objects with unmatched speed, accuracy and intelligence.   Scandit accurately scans up to 3x faster than dedicated scanners in challenging light or at angles, on damaged labels, across multiple codes on any smart device. We enable innovation that delivers significant cost savings, increases employee retention and customer loyalty. Scandit partners with customers at every step with trials, solution design, integration and customer success support included.  Visit scandit.com to learn why market leaders across retail, transport and logistics, healthcare and manufacturing like Instacart, Levi Strauss & Co., Sephora, NHS and FedEx trust us.","https:http://www.scandit.com","https://www.linkedin.com/company/scandit/","https://nrfbigshow.nrf.com/company/scandit-inc"
"Schaefer Systems International, Inc.","Charlotte","NC","United States","Schaefer Systems International, Inc. is a leading supplier of innovative automation systems, integrated warehouse management technology, and storage solutions for retail and wholesale companies. SSI SCHAEFER provides end-to-end solutions for distribution and warehouse operation facilities including high-density storage, picking solutions, vertical lift storage, automated guided vehicles, and warehouse management software for storefront, e-commerce, and omnichannel distribution. Schaefer Systems International, Inc. is part of the SSI SCHAEFER Group, a global leader in intralogistics and material handling solutions. Founded in 1937, SSI SCHAEFER is a privately owned family company, with over 70 office locations, seven manufacturing facilities, and over 9,000 associates worldwide. SSI SCHAEFER powers the world's largest retail distribution centers with millions of orders processed daily. For more information, visit www.ssi-schaefer.com or schaefersolutions.com.","https://www.ssi-schaefer.com","https://www.linkedin.com/company/ssischaefer/","https://nrfbigshow.nrf.com/company/schaefer-systems-international-inc"
"Seiko Instruments","Torrance","CA","United States","Seiko Instruments (SII) , the principle company in the Seiko Holdings Group, was founded in 1937 to manufacture watches in Japan, evolving from a family watch assembly and repair operation started in 1881. Over the years, SII has evolved into an engineering giant bringing precision IT manufacturing and timekeeping into the electronic age.  SII leads the industry with over 10 million+ annual printing mechanisms shipments and continues its investment in innovation, quality and market reputation.  We have been accredited with originally designing the now, widely accepted ‘cube’ POS design printers. We are also the first to launch an integratable color display and POS print solution, creating further value in marketing to targeted audiences, while conserving premium space and time. In mobility SII is emerging as a leader, offering the lightest and most rugged mobile printers  providing better business solutions in hospitality, retail, health, sciences, manufacturing and public sector markets. Come visit us and let's discuss your specific needs.  Take advantage of our channel capabilities and partnerships to deliver unique value to you and your customers. .","https://sii-thermalprinters.com/","","https://nrfbigshow.nrf.com/company/seiko-instruments"
"Select Design","Burlington","VT","United States","","https:http://www.sekectdesign.com","","https://nrfbigshow.nrf.com/company/select-design"
"Sensormatic Solutions","Boca Raton","FL","United States","Sensormatic Solutions is the leading global retail solutions portfolio of Johnson Controls powering operational excellence at scale and enabling smart and connected shopper engagement. Our intelligent digital operating platform – Sensormatic IQ – combines the full Sensormatic Solutions portfolio, including third-party data to deliver unmatched insights into shopper experience, inventory intelligence, loss prevention and operational effectiveness with advanced technologies, like AI and Machine Learning. This enables retailers to act on prescriptive and predictive data-driven outcomes to confidently move into the future.","https:http://www.sensormatic.com","https://www.linkedin.com/company/sensormatic/","https://nrfbigshow.nrf.com/company/sensormatic-solutions"
"SES-imagotag","Nanterre CEDEX","","France","SES-imagotag is a fast-growing retail tech company, listed in Euronext Paris stock exchange, with revenues over €600 million. The company is the world leader in smart digital labels and IOT solutions for physical retail, serving over 300 large retailers around the world.  SES-imagotag has developed the VUSION Retail IOT technology platform to help retailers transform their physical stores into high value digital assets, more automated, data-driven, and connected in real-time to suppliers and consumers. VUSION improves pricing agility, accuracy and integrity, enables omnichannel synchronization of prices, product information and marketing content, increases the productivity of shelf replenishment and instore picking for online orders. VUSION improves employee satisfaction by freeing up time from cumbersome low-value added tasks and allowing them to focus on customer service and merchandizing tasks. VUSION connects shelves to the cloud, providing real-time accurate information on products availability and location, allowing for reduced inventory, out-of-stock and waste, as well as merchandizing compliance.","https:http://www.ses-imagotag.com","https://www.linkedin.com/company/ses-imagotag/","https://nrfbigshow.nrf.com/company/ses-imagotag"
"SES-imagotag","Nanterre CEDEX","","France","SES-imagotag is a fast-growing retail tech company, listed in Euronext Paris stock exchange, with revenues over €600 million. The company is the world leader in smart digital labels and IOT solutions for physical retail, serving over 300 large retailers around the world.  SES-imagotag has developed the VUSION Retail IOT technology platform to help retailers transform their physical stores into high value digital assets, more automated, data-driven, and connected in real-time to suppliers and consumers. VUSION improves pricing agility, accuracy and integrity, enables omnichannel synchronization of prices, product information and marketing content, increases the productivity of shelf replenishment and instore picking for online orders. VUSION improves employee satisfaction by freeing up time from cumbersome low-value added tasks and allowing them to focus on customer service and merchandizing tasks. VUSION connects shelves to the cloud, providing real-time accurate information on products availability and location, allowing for reduced inventory, out-of-stock and waste, as well as merchandizing compliance.","https:http://www.ses-imagotag.com","https://www.linkedin.com/company/ses-imagotag/","https://nrfbigshow.nrf.com/company/ses-imagotag"
"Setlog Corp.","NEW YORK","NY","United States","Setlog provides end-to-end supply chain software solutions that make your supply chain more digital, secure and sustainable. Through our OSCA software, we enable you to connect all your supply chain partners, manage activities and workflows collaboratively, and easily integrate your existing IT landscape.  “OSCA” stands for “Online Supply Chain Accelerator” or as some of our customers say: ""One Solution Covers All"". As such, the system offers a transparent map of all your processes and enables you to digitally manage your supply chain on a central platform. Automation and early warnings help to identify problems and find solutions easily. Effectiveness and quality go hand in hand. Setlog is your long-term partner. We offer high competences in global logistics, sourcing and ESG and know that a lack of transparency, data silos and different data structures may still be major challenges. Our mission is to work with you to resolve these challenges.  Today, more than 150 brands worldwide benefit from our expertise and the many advantages of a transparent, digital supply chain –  achieving sustainable cost advantages and competitive supply chain processes.","https:http://www.setlog.com","https://www.linkedin.com/company/setloggroup","https://nrfbigshow.nrf.com/company/setlog-corp"
"Shanghai BOWTZ Intelligence Technology Co., Ltd","Shanghai","Jiading","China","As one of the world’s largest ESLs total solution providers, BLOZI was founded in 2011, and recognized as  a nationally recognized High-Tech enterprise, our business is engaged in IoT, big data, and artificial intelligence.  Thanks  to  its  continuous  investment  in  R&D, as  well  as  its  focus  on product improvement and software iteration，by the end of 2020, BLOZI‘s  4th  generation  Electronic  Shelf  Labels  (ESLs)  and  systems are  serving  more  than  7000  store  at  home  and  abroad.  Fortune  500 enterprises  SINOPEC,  CNPC,  and  Greenland  are  choosing  BLOZI  as their  in-store  ESLs  supplier  and  partner.  Furthermore,  BLOZI  is  fast growing  in  international  market  through  deep  cooperation  with  our oversea  partners  ,  spreading  our  business  to  Italy,  Germany,  France, Australia,  Japan,  Canada,  India,  South  America,  the  Middle  East  and East Asia .It is BLOZI's target to be a World Top ESLs player.","https:http://www.blozi.com","","https://nrfbigshow.nrf.com/company/shanghai-bowtz-intelligence-technology-co-ltd"
"SheerID","Portland","OR","United States","SheerID is the best converting verification platform for gated offers. With SheerID, brands identify and acquire customers from high-value consumer communities — such as the military, students, teachers, first responders, and more — with personalized offers, gated by instant verification from 20K+ authoritative data sources. SheerID can verify more than 2.5 billion people across the world, provides global marketing insights from hundreds of the world’s leading brands, and never shares or sells customer data. As a result, the world’s biggest brands — including Target, Home Depot, Spotify, and T-Mobile — rely on SheerID as their identity marketing partner.","https:http://sheerid.com/business/","https://www.linkedin.com/company/sheerid/","https://nrfbigshow.nrf.com/company/sheerid"
"SHEKEL SCALES","Ziporit Industrial Zone","Lower Galilee","Israel","Since its inception in 1971, Shekel Scales has grown steadily to establish its position as a significant pioneering leader in the design and manufacture of electronic scales, advanced weighing systems, and force measurement applications. Shekel's outstanding combination of core engineering technology and sophisticated software enables the company to offer creative solutions for a wide range of weighing needs. Shekel Scales is leading the way to the Autonomous Store with groundbreaking Product Aware Technology. Our mission is to develop and seamlessly deploy state-of-the-art IoT weighing sensors and AI technologies to transform on-shelf events into valuable retail insights.","https://www.shekelonline.com/","","https://nrfbigshow.nrf.com/company/shekel-scales"
"Shenzhen Chainway Information Technology Co., Ltd","Shenzhen","Guangdong","China","Chainway is a professional data capture devices supplier and solutions provider in the AIDC industry.  We continuously focus on research, development and industry applications of RFID, barcode, and biometric technology to provide professional devices and solutions to support digitization of enterprises and governments, helping them to streamline workflow, improve efficiency, and reduce operating costs.    We design, manufacture and supply a wide range of AIDC products, including mobile computers, handheld RFID readers, fixed RFID readers, wearable RFID readers, rugged tablets, biometric readers and RFID modules.  We also provide a full range of services, including maintenance, technical support, repair and other professional services.  These products and services have been adopted in a wide range of industries worldwide - retail, logistics, transportation, healthcare, finance, power, livestock, manufacturing, public security, and large-scale exhibitions, etc.","https://www.chainway.net/","https://www.linkedin.com/company/chainway-information-technology-co--ltd/","https://nrfbigshow.nrf.com/company/shenzhen-chainway-information-technology-co-ltd"
"Shift4","Las Vegas","NV","United States","Shift4 (NYSE: FOUR) is boldly redefining commerce by simplifying complex payments ecosystems across the world. As the leader in commerce-enabling technology, Shift4 powers billions of transactions annually for hundreds of thousands of businesses in virtually every industry. The company’s offering includes end-to-end payment processing, free contactless EMV devices, over 450+ POS software integrations, enterprise management tools, business intelligence and analytics, and much more. Our end-to-end solution delivers unmatched incentives: Free EMV devices Waived gateway fees Lowest total cost to accept payments Stop by booth #6063 to learn more!","https://www.shift4.com/","https://www.linkedin.com/company/shift4","https://nrfbigshow.nrf.com/company/shift4"
"Shiftsmart, Inc.","New York City","NY","United States","","","","https://nrfbigshow.nrf.com/company/shiftsmart-inc"
"Ship-Safely Limited","Chatswood","NSW","Australia","","https:http://www.ship-safely.com","","https://nrfbigshow.nrf.com/company/ship-safely-limited"
"ShipERP","Long Beach","CA","United States","ShipERP is dedicated to increasing supply chain efficiencies for businesses looking to transform their order-to-cash process via shipment optimization. The company’s flagship product ShipERP is the enterprise solution to fulfill your parcel shipping requirements. Enjoy these out-of-the-box features on one single ERP-integrated platform: Real-time carrier rate shopping Order processing Shipment creation Label printing Shipment tracking Proof of delivery  ShipERP helps businesses to seamlessly integrate their required shipping carriers to increase the effectiveness of their shipping operation. This allows businesses to focus on reducing shipping costs as well as closely managing the shipping process to achieve better efficiencies. Experience maximum innovation and efficiency via integrated carrier rate quoting, shipment execution, track and trace, proof of delivery, shipping compliance, and other functionalities for any ERP system.","https://shiperp.com/","https://www.linkedin.com/company/shiperp/","https://nrfbigshow.nrf.com/company/shiperp"
"Shipium","Seattle","WA","United States","Shipium is the first technology platform built to unify the retail shipping and shopping experience. Our technology boosts retailer and ecommerce revenue by making fast, low-cost and clearly communicated shipping a competitive advantage. Engineered to help multi-billion dollar and digitally native businesses deliver faster, the Shipium Platform coordinates and optimizes hundreds of millions of shipping decisions for both speed and value automatically. Founded in 2019 by logistics technology experts from Amazon and Zulily, Shipium transforms how retailers do business. To learn more about how Shipium can help your ecommerce business control shipping cost and deliver a connected shopping experience, visit www.shipium.com, or follow us on LInkedIn at Shipium.","https://www.shipium.com","https://www.linkedin.com/company/shipium","https://nrfbigshow.nrf.com/company/shipium"
"Shipt, Inc.","Birmingham","AL","United States","Shipt is a personal shopping and delivery company that connects retailers with customers for their favorite products in grocery, home goods, wellness, apparel, and more. Shipt’s community of trusted Shipt Shoppers – more than 300,000 strong – sparks connections with customers by fulfilling orders with great attention to detail, excellent communication, and unparalleled service.Now available in over 5,000 cities and more than 80 percent of the country, Shipt and its marketplace drive incremental sales for its 130+ retail and brand partners. In addition to reaching customers through Shipt’s user-friendly marketplace app and website, many retailers leverage the company’s delivery-only, last mile service – Shipt Driven – to fulfill same-day delivery orders from their own websites.  Shipt is based in the heart of the Magic City, Birmingham, AL with an office in San Francisco, CA.","https:http://shipt.com/partner","","https://nrfbigshow.nrf.com/company/shipt-inc"
"Shopic Inc.","New York","NY","United States","Shopic provides smart cart and store digitalization solutions to the world’s leading grocers, bringing the advantages of online commerce to their physical stores. Our computer vision-based clip-on device turns any regular shopping cart into a smart cart. It delivers a smooth shopping experience, instant on-cart checkout, just-in-time personalized promotions, and analytical insights from the retail floor.","https:http://www.shopic.co","https://www.linkedin.com/company/shopic/posts/","https://nrfbigshow.nrf.com/company/shopic-inc"
"Shopify Inc.","Ottawa","ON","Canada","","","","https://nrfbigshow.nrf.com/company/shopify-inc"
"Shoplive","Singapore","","Singapore","","https://www.shoplive.cloud","","https://nrfbigshow.nrf.com/company/shoplive"
"Shopopop","Nantes","","France","With Shopopop, solve your last mile logistics issues thanks to the crowdshipping delivery. Our objective is to make delivery more flexible, economical and sustainable.  How does it work? Major groups and local stores can offer their customers home delivery with unlimited number of deliveries during the same time frame and without any financial investment. Individuals from our community collect your customers` orders on their daily trips: thus, they can get the most out of their regular journeys and earn a bit of money, delivering to people near them. It enables retailers to deliver clients within 2h and/or on the time frame of their choice.  And what makes our solution special? Shopopop crowdshipping system works in large cities, but also in more rural areas. Unlimited delivery numbers per time slot, on-demand delivery, logistic savings, guarantee deliveries even during peak periods, deliver large orders that can’t be dropped off in letterboxes... Our collaborative delivery model is designed to solve all Last Mile issues.","https://www.shopopop.com/en-gb","https://www.linkedin.com/company/10042894/admin/recommend/","https://nrfbigshow.nrf.com/company/shopopop"
"ShopperAi","Tel Aviv","","Israel","","https:http://www.shopperai.ai","","https://nrfbigshow.nrf.com/company/shopperai"
"shopreme","Graz","","Austria","shopreme helps brick & mortar retailers excel in the digital age and create outstanding customer experiences – not queues. Our industry-leading Scan & Go technology makes mobile self-checkout and payment quick, easy, and secure. Customers benefit from shopping lists, personalized recommendations, support of all common payment methods, and much more. With native white-label apps for Android and iOS, an instant access web client, and a powerful Software Development Kit (SDK) for seamless integration in existing apps, we have the right solution for every use case. To round off the in-store customer journey, we also offer a dedicated exit solution for Scan & Go customers, where they complete the checkout and have the option to pay by card. Our international customers work across retail sectors and use shopreme to optimize business processes, increase sales, and realize value-added services such as customer loyalty programs.  Satisfied shopreme customers include:  Auchan, REWE, BILLA Austria, PENNY Deutschland, Douglas GmbH, Dirk Rossmann GmbH, XXXLutz Group subsidiaries Möbelix & Mömax, and many other retail groups.","https://www.shopreme.com/","https://www.linkedin.com/company/shopreme-scan-go/","https://nrfbigshow.nrf.com/company/shopreme"
"Sigma Computing","San Francisco","CA","United States","Hello Retail. Meet Data. Sigma is a cloud data analytics platform that helps users explore, analyze, and work with data without special training or expert assistance. With an interface that business people already understand — the spreadsheet — users can find insights without coding, without moving and modeling data, and without the need to predefine questions to be asked. Utilizing the power of the cloud data warehouse, Sigma has massive scalability and quick response times alongside built-in automation, security, and data governance.","https:http://www.sigmacomputing.com","https://www.linkedin.com/company/sigmacomputing","https://nrfbigshow.nrf.com/company/sigma-computing"
"Signifi Solutions Inc.","Mississauga","ON","Canada","Founded in 2005, Signifi Solutions, Inc. is recognized as a leader in delivering Smart Vending, Self-Service Kiosks, Automated Retail, and Asset Management solutions globally. These solutions are brought to life through integrated hardware, software, and engineering innovation. We enable our customers to drive business value and efficiency, deploy differentiated experiences, and disrupt high barrier to entry markets.  Our pioneering robotic dispensing products and services allow businesses to overcome the complexity of development and deployment through our unique ability to integrate thoughtful engineering and software innovation. Our cloud-based software platform remotely and securely manages merchandise and assets, provides visibility to demand forecasting and replenishment, and delivers actionable insights through reporting and analytics – all while proactively monitoring the status of an unattended dispensing hardware system. From customized product concepts to white glove delivery, we proudly design, engineer, and develop high-end, dynamic solutions under one roof.","https:http://signifi.com","https://www.linkedin.com/company/signifi-solutions-inc","https://nrfbigshow.nrf.com/company/signifi-solutions-inc"
"SimpliField","Fayetteville","AR","United States","SimpliField empowers leading global brands and retailers with a one-stop-shop for planning, executing, analyzing and optimizing their field operations, providing real-time collaboration, enhanced visibility, and breakthrough insights for improved performance. Our easy-to-use mobile and web-based platform: Drives real time, agile, two-way collaboration between HQ, store and field teams:  Communicate action plans to your store and field teams, gather mission-critical customer feedback  - analyze and optimize performance at every stage of execution. Enables monitoring and improvement of field operations across regions and stores in real-time:  Instantly get a consolidated view of the actions taken by field teams, on your laptop or mobile device. React to feedback and make the right decisions based on accurate information instead of gut reactions. Empowers field teams to execute key brand goals and critical KPIs in every store, every day:  Give your teams daily access to personalised guidelines and objectives, all accessed easily on phones or tablets. Gather reports, photos and alerts - and view them across stores and locations.","https:http://www.simplifield.com","https://www.linkedin.com/company/simplifield/","https://nrfbigshow.nrf.com/company/simplifield"
"Simplr","Nashville","TN","United States","Simplr® offers companies a human-first, machine-enabled customer experience solution that meets the demands of the NOW Customer across all digital channels. Offering a combination of a uniquely talented, flexible, and scalable staffing pool, AI-based technology, and actionable intelligence, Simplr allows companies to immediately expand their customer service capacity and engage customers with speed, empathy, and precision. With Simplr's NOW CX solution, premium brands are eradicating customer neglect, turning browsers into buyers, and turning customers into fans. Simplr is funded by Asurion, which continues to support its growth. For more information, visit http://www.simplr.ai/","https://www.simplr.ai/","https://www.linkedin.com/company/simplr/","https://nrfbigshow.nrf.com/company/simplr"
"SimplyRFiD","Warrenton","VA","United States","INVENTORY IN MINUTES. THAT’S RFID. SimplyRFiD Wave leverages RFID to reduce inventory times from days to minutes. The worlds leading companies select Wave to beat the competition. Take a look at our RFID Cookbook for ideas on how Wave can help you.       www.SimplyRFiD.com","https://www.SimplyRFiD.com","https://www.linkedin.com/company/simplyrfid/","https://nrfbigshow.nrf.com/company/simplyrfid"
"SINFIN - Digital Experience Platform","Rosières-près-Troyes","","France","Sinfin™simplifies your online presence, its the only DXP platform on the market to offer so many bricks combined in one ergonomic and easy to use tool: How to better manage your online presence? With the reduction of the number of tools used in the management of online actions. This will save time on other value-added tasks. How can you obtain an equivalent level of information internally and externally? With the centralization of resources between all collaborators, providers and retailers. This allows for better management and communication between departments. How can you be efficient in a complex digital world? With concrete statistics that are reported in real time on all your activities launched from the platform. This allows for better analysis. How to save time in the distribution of your products? With the multitude of connectors allowing the synchronization of product catalogs, retailers and marketplaces. This allows you to distribute quickly and with a constant quality. How can you create a strong link with your users? With the possibility to create autonomously and quickly contests, mini-sites, articles and to publish on your social networks.","https://www.sinfin.fr/","","https://nrfbigshow.nrf.com/company/sinfin-digital-experience-platform"
"SISQUAL WFM","Sao Paulo","Sao Paulo","Brazil","SISQUAL® WFM is an intelligent software solution that gives companies throughout the world the ability to forecast, plan and manage their workforce.     More than 75 thousand managers, across the world, reduce labour costs and increase team members productivity with SISQUAL® WFM and more than 1 million team members benefit from working with the best schedule they can have. SISQUAL® was founded in 1992 with the purpose of developing software that would help managers across the world increase employee’s productivity in large organizations through Workforce Management software.     In the pursuit of an effective and efficient team management tool, throughout the years, SISQUAL® progressively became a specialist in applying correct labour law, and local work culture, into the best scheduling tool in the market.","https:http://www.sisqualwfm.com","https://www.linkedin.com/company/sisqual","https://nrfbigshow.nrf.com/company/sisqual-wfm"
"Sizebay LLC","Austin","TX","United States","Sizebay solves the complexity of selling clothes over the internet by eliminating size uncertainty and customizing the consumer experience.       We are a Size and Fit Advisor that helps e-commerce stores provide their shoppers a size recommendation using simple customer body information, like height, weight and age. Sizebay’s platform matches this data with clothing suitability and recommends relevant sizes, helping customers find the apparel or shoes of their size even without trying them in actuality.        Stores can make an interactive measurement table for each of their items easily and create product content such as style guides to make decision-making easier for customers.       The platform also includes a reports feature that gives store owners valuable insights into their product’s performance.       Meet Sizebay and Get It Right.","https://sizebay.com/en/?utm_source=event&amp;utm_medium=painel&amp;utm_campaign=National+Retail+Federation+2022","https://www.linkedin.com/company/sizebay/","https://nrfbigshow.nrf.com/company/sizebay-llc"
"Skeep","Tel Aviv","","Israel","Skeep's building the future of interactive guided eCommerce experience. Skeep automatically creates on-site interactive widgets to guide shoppers to the right products and collect valuable zero party-data to retain them. For life.Our AI algorithm scans any eCommerce store and automatically generates interactive on-site widgets to guide shoppers to the right products and collect valuable zero party-data to retain them. For life.   We developed an AI based system that automatically generates interactive, guided and personalized eCommerce experiences, tailored to each consumer brand. With our automated shopping experiences, brands can see a monthly improvement in conversion, AOV, zero party data, and email prospects.","","https://www.linkedin.com/company/skeepio/mycompany/?viewAsMember=true","https://nrfbigshow.nrf.com/company/skeep"
