"title_name","address_country","street_address","address_locality","address_region","telephone","email","website_url","check_claimed_or_not","ratings","description","open_hours","categories","other_phone_no","other_websites","page_urls"
"The Provident Bank","US","200 W 60th St","New York","NY","(800) 448-7768","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/the-provident-bank-523786510"
"Pulaski James","US","265 E 66th St","New York","NY","(212) 744-9373","","","Not Claimed","zero","","Do you know the hours for this business?","Investment Securities, Banks","","","https://www.yellowpages.com/new-york-ny/mip/pulaski-james-10142976"
"Firefighters Skin Bank","US","525 E 68th St","New York","NY","(212) 746-7546","","http://www.cornellsurgery.org","Not Claimed","zero","","Regular Hours:Mon - Sun:Open 24 Hours:","Commercial & Savings Banks, Banks","Phone: (212) 746-8177, Fax: (212) 746-8177","http://www.cornellsurgery.org, https://www.nyp.org","https://www.yellowpages.com/new-york-ny/mip/firefighters-skin-bank-3460206"
"Amalgamated Bank","US","619 Main St","New York","NY","(212) 413-8775","customerservice@aboc.com","http://www.amalgamatedbank.com","Not Claimed","zero","","Regular Hours:Mon - Wed:9:00 am - 4:00 pm & Thu:9:00 am - 6:00 pm & Fri:9:00 am - 4:00 pm & Sat:9:00 am - 1:00 pm &","ATM Locations, Banks, Commercial & Savings Banks","","http://www.amalgamatedbank.com, https://www.amalgamatedbank.com","https://www.yellowpages.com/new-york-ny/mip/amalgamated-bank-29388947"
"Nynb Bank","US","619 Main St","New York","NY","(212) 319-0029","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/nynb-bank-3375869"
"Northeast Community Bank","US","1355 1st Ave","New York","NY","(212) 288-2005","web@www.necommunitybank.com","http://www.necommunitybank.com","Not Claimed","zero","","Regular Hours:Mon - Thu:9:00 am - 4:00 pm & Fri:9:00 am - 6:00 pm & Sat:10:00 am - 1:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 249-3054, Phone: (212) 734-3434, Phone: (212) 249-3261, Phone: (212) 452-3045","http://www.necommunitybank.com, https://www.necb.com, http://necb.com","https://www.yellowpages.com/new-york-ny/mip/northeast-community-bank-10070850"
"P Plate & Paul Ward","US","185 W End Ave","New York","NY","(212) 362-1391","paul@p-w-a.com","http://p-w-a.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","http://p-w-a.com","https://www.yellowpages.com/new-york-ny/mip/p-plate-paul-ward-18136330"
"New York State Safe Deposit Association","US","1317 3rd Ave","New York","NY","(212) 484-2260","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/new-york-state-safe-deposit-association-5722969"
"ATM","US","2099 Broadway","New York","NY","(212) 580-5451","","http://locator.chase.com","Not Claimed","zero","","Do you know the hours for this business?","ATM Locations, Banks","","http://locator.chase.com","https://www.yellowpages.com/new-york-ny/mip/atm-541035558"
"Hatch Josh","US","318 E 78th St","New York","NY","(212) 535-6579","","","Not Claimed","zero","","Do you know the hours for this business?","Financial Services, Banks","","","https://www.yellowpages.com/new-york-ny/mip/hatch-josh-8792372"
"Signature Bank","US","1020 Madison Ave Fl 4","New York","NY","(646) 822-7511","steve.jaeger@lendingstar.com","http://www.signatureny.com","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 4:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 371-2536, TollFree: (866) 744-5463","http://www.signatureny.com","https://www.yellowpages.com/new-york-ny/mip/signature-bank-9262320"
"American Banker/Bond Buyer Conferences","US","1 W 77th St","New York","NY","(212) 803-8350","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/american-banker-bond-buyer-conferences-473429432"
"MEGA International Commercial Bank","US","1 Main St","New York","NY","(212) 227-3538","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/mega-international-commercial-bank-542174148"
"Citigroup Incorporated","US","441 Columbus Ave","New York","NY","(212) 501-8890","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/citigroup-incorporated-1640929"
"Northeast Community Bank","US","1751 2nd Ave Frnt 3","New York","NY","(212) 369-9577","web@www.necommunitybank.com","http://www.necb.com","Not Claimed","zero","","Regular Hours:Mon - Fri:8:30 am - 4:30 amSat:9:00 am - 1:00 pm & Sun:10:00 am - 1:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 369-9576, Phone: (212) 348-7134","http://www.necb.com, http://www.necommunitybank.com","https://www.yellowpages.com/new-york-ny/mip/northeast-community-bank-458486224"
"ATM","US","1869 2nd Ave","New York","NY","(212) 987-2882","","https://locations.capitalone.com","Not Claimed","zero","","Regular Hours:Wed - Sat:12:00 am - 11:59 pm & Sun:12:00 pm &  - 12:00 pm &","ATM Locations, Banks","","https://locations.capitalone.com","https://www.yellowpages.com/new-york-ny/mip/atm-497078330"
"Banco Popular North America","US","730 Columbus Ave","New York","NY","(212) 866-0281","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/banco-popular-north-america-545216809"
"Ponce De Leon Federal Bank","US","1925 3rd Ave","New York","NY","(212) 348-7731","customer.service@poncebank.com","http://www.poncedeleonbank.com","Not Claimed","zero","","Regular Hours:Mon - Thu:9:00 am - 4:00 pm & Fri:9:00 am - 6:00 pm & Sat:10:00 am - 1:00 pm &","Savings & Loans, Banks, Commercial & Savings Banks, Loans, Savings & Loan Associations","Phone: (212) 722-3189","http://www.poncedeleonbank.com","https://www.yellowpages.com/new-york-ny/mip/ponce-de-leon-federal-bank-6277631"
"Coinsource Bitcoin ATM","US","21 Malcolm X Blvd","New York","NY","(805) 500-2646","","https://coinsource.net","Not Claimed","zero","","Regular Hours:Mon - Sun:Open 24 Hours:","ATM Locations, Banks, Financial Services","","https://coinsource.net","https://www.yellowpages.com/new-york-ny/mip/coinsource-bitcoin-atm-559035565"
"Banco Popular","US","2812 Broadway","New York","NY","(212) 666-2391","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/banco-popular-530537953"
"Spring Bank","US","2049 Frederick Douglass Blvd","New York","NY","(212) 665-3680","","https://www.spring.bank/contact-us","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks, Financial Services","Phone: (646) 590-1844, Phone: (646) 590-1845, Phone: (646) 590-1843, TollFree: (888) 251-2384","https://www.spring.bank/contact-us, http://springbankny.com","https://www.yellowpages.com/new-york-ny/mip/spring-bank-458169788"
"Banco Popular","US","2852 Broadway","New York","NY","(212) 749-6606","","http://www.bancopopular.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (347) 748-7152","http://www.bancopopular.com","https://www.yellowpages.com/new-york-ny/mip/banco-popular-536969594"
"Nynb Bank","US","2256 2nd Ave","New York","NY","(212) 360-1249","","http://www.nynb.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","http://www.nynb.com","https://www.yellowpages.com/new-york-ny/mip/nynb-bank-7814865"
"City National Bank","US","133 Morningside Ave","New York","NY","(212) 663-3250","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 865-4763","","https://www.yellowpages.com/new-york-ny/mip/city-national-bank-11157064"
"Amalgamated Bank","US","564 W 125th St","New York","NY","(212) 531-9280","","http://www.amalgamatedbank.com","Not Claimed","zero","","Do you know the hours for this business?","ATM Locations, Banks, Commercial & Savings Banks","Fax: (212) 531-9288, TollFree: (800) 662-0860","http://www.amalgamatedbank.com","https://www.yellowpages.com/new-york-ny/mip/amalgamated-bank-8653998"
"Santander Bank ATM","US","160 Convent Ave","New York","NY","(877) 768-2265","","http://locations.santanderbank.com/ny/new-york/160-convent-avenue.html?utm_source=YextGMB&utm_medium=Local&utm_content=NY-0121&utm_campaign=URL","Not Claimed","zero","","Regular Hours: MONDAY-SUNDAY","ATM Locations, Banks","","http://locations.santanderbank.com/ny/new-york/160-convent-avenue.html?utm_source=YextGMB&utm_medium=Local&utm_content=NY-0121&utm_campaign=URL, https://locations.santanderbank.com/ny/newyork/160-convent-avenue-ny-0121.html","https://www.yellowpages.com/new-york-ny/mip/santander-bank-atm-546387327"
"Cathay Bank","US","2350 5th Ave","New York","NY","(212) 532-2618","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/cathay-bank-534718591"
"Money Gram International","US","9 Hamilton Ter","New York","NY","(212) 283-6533","","","Not Claimed","zero","","Regular Hours:Mon - Sat:9:00 am - 7:16 pm & Sun:11:00 am - 3:45 pm &","Money Transfer Service, Banks, Money Order Service","TollFree: (800) 666-3947","","https://www.yellowpages.com/new-york-ny/mip/money-gram-international-466338273"
"Phase Piggy Bank","US","218 Edgecombe Ave","New York","NY","(212) 862-5528","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/phase-piggy-bank-4651032"
"Aure Multi Services Inc","US","1732 Amsterdam Ave","New York","NY","(212) 234-0344","","","Not Claimed","zero","","Do you know the hours for this business?","Money Order Service, Banks, Money Transfer Service, Tax Return Preparation","Phone: (212) 234-4850","","https://www.yellowpages.com/new-york-ny/mip/aure-multi-services-inc-13653220"
"Banco Popular North America","US","4043 Broadway","New York","NY","(212) 568-7243","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/banco-popular-north-america-571058326"
"Doral Bank","US","4246 Broadway","New York","NY","(212) 928-2158","contactus@doralbankny.com","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 543-2866","","https://www.yellowpages.com/new-york-ny/mip/doral-bank-1678860"
"Coinsource Bitcoin ATM","US","664 W 181st St","New York","NY","(805) 500-2646","","https://coinsource.net","Not Claimed","zero","","Regular Hours:Mon - Sun:6:30 am - 12:00 am","ATM Locations, Banks, Financial Services","","https://coinsource.net, https://coinsource.net/?y_source=1_MTMyMjA0MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU=","https://www.yellowpages.com/new-york-ny/mip/coinsource-bitcoin-atm-559045913"
"Banco Popular","US","615 W 181st St Frnt 3","New York","NY","(212) 928-2101","","","Not Claimed","zero","","Do you know the hours for this business?","Investment Management, Banks, Commercial & Savings Banks","Phone: (212) 928-2102","","https://www.yellowpages.com/new-york-ny/mip/banco-popular-535518938"
"Manhattan River Group","US","348 Dyckman St","New York","NY","(212) 567-6300","","","Not Claimed","zero","","Regular Hours:Mon - Thu:4:00 pm &  - 12:00 amFri:3:00 pm &  - 1:00 amSat - Sun:12:00 pm &  - 1:00 am","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/manhattan-river-group-472275212"
"New York Private Bank & Trust  6","US","6 E 43rd St Fl 26, New York, NY 10017","New York","NY","(302) 798-2160","","http://www.nypbt.com","Not Claimed","zero","","Regular Hours:Mon - Thu:8:00 am - 4:00 pm & Fri:8:00 am - 6:00 pm & Sat - SunClosed","Trust Companies, Banks","Phone: (212) 850-4085, Fax: (212) 850-4088","http://www.nypbt.com","https://www.yellowpages.com/new-york-ny/mip/new-york-private-bank-trust-6-9192249"
"Chasen Research Inc","US","","New York","NY","(212) 876-2068","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/chasen-research-inc-17943689"
"Chase Private Client","US","","New York","NY","(212) 535-0481","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/chase-private-client-453231091"
"American Allied Funding, Inc.","US","","New York","NY","(888) 551-9929","AAFINC@Live.com","","Claimed","zero","","Do you know the hours for this business?","Financing Services, Banks, Financial Services","","","https://www.yellowpages.com/new-york-ny/mip/american-allied-funding-inc-467075328"
"Bank of China","US","42-35 Main St","New York","NY","(718) 321-3443","compliance@ctbcbankusa.com","http://www.bankofchina.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 925-2355, TollFree: (800) 810-1206","http://www.bankofchina.com","https://www.yellowpages.com/new-york-ny/mip/bank-of-china-534517486"
"Reis, Inc","US","250 Greenwich St","New York","NY","(212) 921-1122","peter_hull@westlb.com","https://www.msci.com","Not Claimed","zero","Located in New York, Reis was founded in 1980 as a provider of commercial real estate market information and today is among the leaders in that field. It maintains a proprietary database containing detailed information on commercial real properties in neighborhoods and metropolitan markets throughout the United States. The database contains information on apartment, retail, office and industrial properties and is used by real estate investors, lenders and other professionals to make informed buying, selling and financing decisions. The company currently provides its information services to many of the nation s leading lending institutions, equity investors, brokers and appraisers. Reis s flagship product is Reis SE, which provides online access to information and analytical tools designed to facilitate both debt and equity transactions.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Financial Planning Consultants, Banks, Financial Services, Investment Advisory Service, Investments","Phone: (212) 852-6100, Phone: (212) 804-3900, Phone: (212) 921-5494, Phone: (212) 513-0484, Phone: (212) 608-1808, Phone: (212) 852-6000, Fax: (212) 785-9639, Fax: (212) 921-2533, TollFree: (888) 588-4567, TollFree: (800) 366-7347","https://www.msci.com, https://cre.moodysanalytics.com","https://www.yellowpages.com/new-york-ny/mip/reis-inc-465558374"
"Commerzbank AG","US","2 World Financial Ctr","New York","NY","(212) 266-7200","","http://www.commerzbank.us","Not Claimed","zero","Established in 1967, Commerzbank AG deals in wholesale banking for corporate and institutional customers. Its business includes corporate, trade, public finance and treasury activities. The bank s areas of expertise include asset and cash management, structured and project finance, syndications, tax advisory and funds transfer. It provides financial services throughout the United States and Canada. Its corporate banking solutions include syndicated and bilateral secured and unsecured revolving credit facilities and term loans. The bank serves various industries, including power, energy, mining and telecommunications. Its additional services include merger and acquisition financing, debt issuance and portfolio management. In addition, it provides trade services that include documentary collection, forfaiting and supply chain financing. Commerzbank AG has a branch location in New York City.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Commercial & Savings Banks, Banks, Investments","Phone: (212) 413-9340, Fax: (212) 266-7235","http://www.commerzbank.us, https://www.commerzbank.us, http://www.tpwlaw.com","https://www.yellowpages.com/new-york-ny/mip/commerzbank-ag-28830353"
"TD Bank ATM","US","685 3rd Ave","New York","NY","(212) 599-2322","customerservice@tdgarden.com","https://www.td.com/us/en/personal-banking/store-locator?y_source=1_MzE0NzU5NC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/?utm_source=google-maps&utm_medium=yext&utm_campaign=always_on&utm_content=tdct_appointment","Claimed","zero","TD Bank, America's Most Convenient Bank, is one of the 10 largest banks in the U.S., providing more than 8 million customers with a full range of retail, small business and commercial banking products and services at more than 1,200 convenient locations throughout the Northeast, Mid-Atlantic, Metro D.C., the Carolinas and Florida. In addition, TD Bank and its subsidiaries offer customized private banking and wealth management services through TD Wealth®, and vehicle financing and dealer commercial services through TD Auto Finance. TD Bank is headquartered in Cherry Hill, N.J.","Regular Hours:Mon - Sun:Open 24 Hours:","ATM Locations, Banks","Fax: (212) 599-2722","https://www.td.com/us/en/personal-banking/store-locator#/, https://www.td.com/us/en/personal-banking/book-appointment#/appointment-type","https://www.yellowpages.com/new-york-ny/mip/td-bank-atm-459339306"
"First Republic Bank","US","148 E 79th St","New York","NY","(212) 288-6888","office@firstnyc.org","http://www.firstrepublic.com","Claimed","zero","Founded in 1985, First Republic and its subsidiaries offer private banking, private business banking and private wealth management. First Republic specializes in delivering exceptional, relationship-based service and provides a complete line of products, including residential, commercial and personal loans, deposit services, and private wealth management, including investment, brokerage, insurance, trust and foreign exchange services. Services are offered through preferred banking or wealth management offices primarily in San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach and San Diego, California; Portland, Oregon; Bellevue, Washington; Jackson, Wyoming; Palm Beach, Florida; Boston, Massachusetts; Greenwich, Connecticut; and New York, New York. First Republic is a constituent of the S&P 500 Index and KBW Nasdaq Bank Index. For more information, visit firstrepublic.com.","Regular Hours:Mon - Thu:9:00 am - 5:00 pm & Fri:8:00 am - 6:00 pm & Sat:9:00 am - 1:00 pm &","Commercial & Savings Banks, Banks, Financial Services, Loans, Real Estate Loans","","http://www.firstrepublic.com","https://www.yellowpages.com/new-york-ny/mip/first-republic-bank-18838496"
"Ridgewood Savings Bank","US","1646 1st Ave","New York","NY","(212) 348-2200","","https://branches.ridgewoodbank.com/ridgewood-savings-bank-017fd8b8e026","Claimed","zero","Founded in 1921, Ridgewood Savings Bank continues to serve the community as a strong and stable mutual savings bank with over $5.8 billion in assets and 35 branches located throughout the New York metropolitan area. Since inception, Ridgewood Savings Bank has remained true to its community bank roots and mission to provide its customers the best possible service and banking experience. As it continues to refine and enhance its services and delivery channels, Ridgewood Savings Bank will continuously strive to be the bank that offers “Traditional Values with Modern 
Solutions.”","Regular Hours:Mon:8:30 am - 5:00 pm & Thu:8:30 am - 7:00 pm & Fri:8:30 am - 5:00 pm & Sat:8:30 am - 12:30 pm & SunClosed","Commercial & Savings Banks, ATM Locations, Banks, Financial Services, Loans, Mortgages","","https://branches.ridgewoodbank.com/ridgewood-savings-bank-017fd8b8e026","https://www.yellowpages.com/new-york-ny/mip/ridgewood-savings-bank-540886"
"Hudson Valley Bank","US","233 Broadway Rm 2205","New York","NY","(212) 571-9520","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/hudson-valley-bank-10292485"
"Esquire Bank","US","233 Broadway Rm 820","New York","NY","(800) 996-0213","groth@hearst.com","http://www.esquirebank.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 227-9150","http://www.esquirebank.com, https://www.esquirebank.com","https://www.yellowpages.com/new-york-ny/mip/esquire-bank-454775555"
"Valley National Bank","US","90 Franklin St Frnt 1","New York","NY","(917) 237-0109","","http://www.valleynationalbank.com","Not Claimed","zero","","Regular Hours:Mon - Thu:8:00 am - 4:00 pm & Fri:8:00 am - 6:00 pm & Sat:10:00 am - 2:00 pm &","ATM Locations, Banks, Commercial & Savings Banks","Phone: (917) 237-0190","http://www.valleynationalbank.com","https://www.yellowpages.com/new-york-ny/mip/valley-national-bank-15871052"
"Abacus Federal Savings Bank","US","6 Bowery","New York","NY","(212) 285-4770","georgepombar@abacusbank.com","http://www.abacusbank.com","Not Claimed","zero","","Regular Hours:Mon - Fri:8:30 am - 4:00 pm & Sat:10:00 am - 3:00 pm & Sun:10:00 am - 4:00 pm &","Commercial & Savings Banks, Banks, Savings & Loan Associations","Phone: (212) 285-4773, Phone: (917) 261-7687, Fax: (212) 566-4067","http://www.abacusbank.com, https://abacusbank.com","https://www.yellowpages.com/new-york-ny/mip/abacus-federal-savings-bank-3409478"
"Bank of Fukuoka","US","1 Liberty Plz","New York","NY","(212) 587-3339","","","Not Claimed","zero","","Regular Hours:Mon - Fri:8:00 am - 6:00 pm & Sat:8:00 am - 12:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 587-3333","","https://www.yellowpages.com/new-york-ny/mip/bank-of-fukuoka-473363506"
"Chang Hwa Commercial Bank","US","685 3rd Ave Fl 29","New York","NY","(212) 651-9769","chbsg@singnet.com.sg","https://www.bankchb.com/frontend/index_eng.jsp","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 651-9785, Fax: (212) 651-9785","https://www.bankchb.com/frontend/index_eng.jsp","https://www.yellowpages.com/new-york-ny/mip/chang-hwa-commercial-bank-6022142"
"Hsh Nordbank","US","230 Park Ave Fl 31","New York","NY","(212) 407-6000","","https://www.hsh-nordbank.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","https://www.hsh-nordbank.com, http://hsh-nordbank.com","https://www.yellowpages.com/new-york-ny/mip/hsh-nordbank-29478191"
"Central Bank of Turkey","US","821 United Nations Plz","New York","NY","(212) 682-8717","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 867-1958","","https://www.yellowpages.com/new-york-ny/mip/central-bank-of-turkey-460544730"
"1st Nationwide Bank","US","1185 Avenue Of The Americas","New York","NY","(212) 869-3147","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/1st-nationwide-bank-451423039"
"Bank of Yokohama Ltd","US","780 3rd Ave Fl 32","New York","NY","(212) 750-0022","","http://www.boy.co.jp/e","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 750-8008, Fax: (212) 750-8008","http://www.boy.co.jp/e, https://www.boy.co.jp/tenpo/network.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-yokohama-ltd-11407911"
"Akin Bay Co","US","780 3rd Ave Rm 300","New York","NY","(212) 583-9800","paragk@akinbay.com","http://www.akinbay.com","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Investment Securities, Banks, Financing Consultants","","http://www.akinbay.com, https://akinbay.com","https://www.yellowpages.com/new-york-ny/mip/akin-bay-co-1836129"
"Hokuriku Bank","US","780 3rd Ave","New York","NY","(212) 355-3883","","http://www.hokugin.co.jp","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 355-3204, Fax: (212) 355-3204","http://www.hokugin.co.jp, https://www.hokugin.co.jp","https://www.yellowpages.com/new-york-ny/mip/hokuriku-bank-458375468"
"Office of the Branch ManagerUnited Bank for Africa","US","1 Rockefeller Plz Fl 8","New York","NY","(212) 308-7222","investorrelations@ubagroup.com","https://www.ubagroup.com/countries","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 688-0870, Fax: (212) 688-0870","https://www.ubagroup.com/countries, http://ubagroup.com","https://www.yellowpages.com/new-york-ny/mip/office-of-the-branch-managerunited-bank-for-africa-458165752"
"Sg Americas Securities","US","1221 Avenue Of The Americas","New York","NY","(212) 278-6000","americash@aol.com","http://www.sgcib.com","Not Claimed","zero","","Regular Hours:Mon - Fri:7:30 am - 6:00 pm &","Investment Securities, Annuities & Retirement Insurance Plans, Banks, Commercial & Savings Banks, Investment Advisory Service, Investment Management, Investments","Phone: (212) 278-4000, Phone: (212) 405-7000, TollFree: (800) 942-7575","http://www.sgcib.com, https://www.hd.sc.mufg.jp/english/company/group_mususa.html","https://www.yellowpages.com/new-york-ny/mip/sg-americas-securities-455894041"
"Bank of America Mortgage","US","50 Rockefeller Plz","New York","NY","(866) 632-7295","james.lillis@blackrock.com","http://www.bankofamerica.com","Not Claimed","zero","","Do you know the hours for this business?","Mortgages, Banks, Commercial & Savings Banks, Loans","","http://www.bankofamerica.com, https://www.bankofamerica.com/mortgage/home-mortgage","https://www.yellowpages.com/new-york-ny/mip/bank-of-america-mortgage-461430322"
"Svenska Handels Banker","US","875 3rd Ave","New York","NY","(212) 326-3580","nederland@handelsbanken.nl","http://www.handelsbanken.us","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Investment Advisory Service, Banks, Financial Planners","Phone: (212) 326-2723, Phone: (212) 326-5100, Phone: (212) 755-7790, Fax: (212) 326-5196","http://www.handelsbanken.us, https://www.handelsbanken.com/en, http://handelsbanken.com/Us","https://www.yellowpages.com/new-york-ny/mip/svenska-handels-banker-473053743"
"Doral Bank","US","875 3rd Ave Lbby 4","New York","NY","(212) 486-3030","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 447-0427","","https://www.yellowpages.com/new-york-ny/mip/doral-bank-2100927"
"Euro Canadian Bank","US","520 Madison Ave","New York","NY","(212) 832-0380","","","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/euro-canadian-bank-3108118"
"Berkshire Capital Security","US","527 Madison Ave","New York","NY","(212) 207-1000","","http://www.berkcap.com","Not Claimed","zero","","Do you know the hours for this business?","Investment Advisory Service, Banks","Phone: (212) 715-0526, Phone: (212) 715-0405","http://www.berkcap.com","https://www.yellowpages.com/new-york-ny/mip/berkshire-capital-security-455777738"
"Charterhouse Group International Inc","US","535 Madison Ave Fl 22","New York","NY","(212) 486-1125","tcole@charterhousegroup.com","http://www.charterhousegroup.com","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Commercial & Savings Banks, Banks, Investments","Phone: (212) 584-3200","http://www.charterhousegroup.com, http://charterhouseequity.com","https://www.yellowpages.com/new-york-ny/mip/charterhouse-group-international-inc-451906522"
"Bank of East Asia","US","410 Park Ave","New York","NY","(212) 752-3109","","http://www.maybank.com/en/worldwide/all-countries/united-states-america.page","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Commercial & Savings Banks, Banks","Phone: (212) 303-1300, Phone: (212) 308-3433, Fax: (212) 308-0109","http://www.maybank.com/en/worldwide/all-countries/united-states-america.page, http://www.maybank2u.com, https://www.maybank.com/investment-banking/contact/contact_us/index.html, https://www.hkbea.com/html/en/index.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-east-asia-454837877"
"Alfa Bank","US","540 Madison Ave","New York","NY","(917) 369-1508","","http://www.alfabank.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","","http://www.alfabank.com","https://www.yellowpages.com/new-york-ny/mip/alfa-bank-464744922"
"Bank of East Asia","US","540 Madison Ave","New York","NY","(212) 219-8288","","http://www.hkbea.com","Not Claimed","zero","","Do you know the hours for this business?","Commercial & Savings Banks, Banks","Phone: (212) 962-1334, Phone: (212) 406-6553, TollFree: (855) 274-2040","http://www.hkbea.com, http://www.hkbea.com/hk/is/contact/index.htm#newyork, https://beany.hkbea.com/html/en/beany-about-bea-new-york-branch-location.html","https://www.yellowpages.com/new-york-ny/mip/bank-of-east-asia-480240353"
"Korean Exchange Bank","US","460 Park Ave","New York","NY","(212) 758-2147","","","Not Claimed","zero","","Regular Hours:Mon - Fri:9:00 am - 5:00 pm & Sat - SunClosed","Commercial & Savings Banks, Banks","","","https://www.yellowpages.com/new-york-ny/mip/korean-exchange-bank-463055740"
"RNWitt Inc","US","PO Box 2103","New York","NY","(347) 829-3475","info@banksloveme.com","http://www.banksloveme.com","Claimed","","","Regular Hours:Mon - Sun:Open 24 Hours:","Check Cashing Service, Banks, Financial Services, Marketing Programs & Services, News Service","Phone: (917) 951-4815","online marketplace for banks","https://www.yellowpages.com/new-york-ny/mip/rnwitt-inc-470853246"
"Municipal Credit Union","US","280 Saint Nicholas Ave","New York","NY","(212) 693-4900","mrbd@nymcu.org","http://www.nymcu.org","Not Claimed","zero","","Regular Hours:Mon - Fri:8:30 am - 5:00 pm & Sat:9:00 am - 2:00 pm &","Credit Unions, Banks, Commercial & Savings Banks","Phone: (212) 866-1509","http://www.nymcu.org","https://www.yellowpages.com/new-york-ny/mip/municipal-credit-union-5579036"
